판매일,기간,차량/세부모델,미션,연식,연료,주행거리,색상,가격,옵션
,,,,[ 2014 ],,,,,
2021-10-14,71?일,?S80 T6 [무],오토,2004.06,휘발유,"218,527",은색,160,옵션
,,,,[ 2004 ],,,,,
2021-10-14,71?일,?SM5노바 PE 플러스 [무],오토,2016.05,휘발유,"87,000",검정색,669,옵션
,,,,[ 2017 ],,,,,
2021-10-14,65?일,?포터2 더블캡(CRDI) 초장축,수동,2007.01,휘발유,"190,000",흰색,379,옵션
,,,,[ 2007 ],,,,,
2021-10-14,65?일,?익스플로러 3.5 리미티드 4WD,오토,2018.05,휘발유,"35,944",흰색,"3,500",옵션
,,,,[ 2018 ],,,,,
2021-10-14,66?일,?그랜저HG HG300 ROYAL [무],오토,2011.06,휘발유,"82,426",검정색,"1,050",옵션
,,,,[ 2011 ],,,,,
2021-10-14,65?일,?더 넥스트 스파크 1.0 가솔린 LT [무],오토,2017.08,휘발유,"42,000",은회색,720,옵션
,,,,[ 2017 ],,,,,
2021-10-14,65?일,?그랜저HG HG300 PRIME [무],오토,2011.09,휘발유,"104,000",검정색,11,옵션
,,,,[ 2011 ],,,,,
2021-10-14,64?일,?슈퍼렉스턴 RX4 4WD 최고급형 [무],오토,2012.01,경유,"105,362",은색투톤,620,옵션
