,index,이름,제조회사,모델명,세부모델,가격,배기량,연식,색상,주행거리,변속기,연료,차종,압류/저당,구동방식,사고유무,전손이력,생산지,신차가격,감가상각률,감가상각액(1년),2023년(예상),2024년(예상),2025년(예상),2026년(예상),2027년(예상),2028년(예상),2029년(예상),2030년(예상),현재가_감가율적용,1년후_감가율적용,2년후_감가율적용,3년후_감가율적용,4년후_감가율적용,5년후_감가율적용,현재가치_잔존가치,1년후_잔존가치,2년후_잔존가치,3년후_잔존가치,4년후_잔존가치,5년후_잔존가치,현재가치_판매이득가치,1년후_판매이득가치,2년후_판매이득가치,3년후_판매이득가치,4년후_판매이득가치,5년후_판매이득가치
12984,12984,아우디 A8,아우디,A8,A8 2세대,540,3123,2006,은색,127243,자동,휘발유,대형차,0,후륜,0,0,외제차,12000,8.3,996,0,0,0,0,0,0,0,0,11004,10008,9012,8016,7020,6024,8748,7260,6000,4944,4080,3372,2256,2748,3012,3072,2940,2652
12989,12989,쉐보레/대우 젠트라X,쉐보레,젠트라,젠트라,220,1206,2008,흰색,143356,자동,휘발유,소형차,0,후륜,0,0,국산차,1300,5.9,77,143,66,0,0,0,0,0,0,1223,1146,1069,992,915,838,943,798,673,568,478,404,280,348,396,424,437,434
12995,12995,닛산 무라노(3세대),닛산,무라노,무라노 3세대,2290,2488,2016,흰색,63802,자동,하이브리드,SUV,0,후륜,0,0,외제차,5000,9,450,1840,1390,940,490,40,0,0,0,4550,4100,3650,3200,2750,2300,3645,3025,2500,2060,1700,1405,905,1075,1150,1140,1050,895
13001,13001,쌍용 체어맨W,쌍용,체어맨,체어맨W,390,3199,2009,검정색,196139,자동,휘발유,대형차,0,후륜,0,0,국산차,7700,8.5,655,0,0,0,0,0,0,0,0,7045,6390,5735,5080,4425,3770,5583,4728,3989,3365,2834,2395,1462,1662,1746,1715,1591,1375
13002,13002,BMW 7시리즈(E38),BMW,7시리즈,7시리즈 3세대 (94~01년),590,2997,2007,흰색,229069,자동,휘발유,대형차,0,4륜,0,0,외제차,9500,10.1,960,0,0,0,0,0,0,0,0,8540,7580,6620,5660,4700,3740,6926,5748,4750,3914,3230,2670,1614,1832,1870,1746,1470,1070
13056,13056,랜드로버 디스커버리,랜드로버,디스커버리,디스커버리 3,1190,2500,2006,빨강색,207497,자동,휘발유,SUV,0,4륜,0,0,외제차,7500,8.6,645,545,0,0,0,0,0,0,0,6855,6210,5565,4920,4275,3630,5468,4538,3750,3090,2550,2108,1387,1672,1815,1830,1725,1522
13123,13123,시트로엥 DS4,시트로엥,DS4,DS4,690,1560,2013,흰색,146348,자동,경유,소형차,0,후륜,0,0,외제차,4190,9.3,390,300,0,0,0,0,0,0,0,3800,3410,3020,2630,2240,1850,3055,2535,2095,1726,1425,1177,745,875,925,904,815,673
13148,13148,쌍용 로디우스,쌍용,로디우스,뉴 로디우스,310,2696,2010,흰색,129987,자동,경유,대형차,0,전륜,0,0,국산차,2900,5.9,171,139,0,0,0,0,0,0,0,2729,2558,2387,2216,2045,1874,2103,1781,1502,1267,1067,902,626,777,885,949,978,972
13224,13224,BMW 6시리즈(E63/64),BMW,6시리즈,6시리즈 2세대 (03~10년),850,4398,2004,검정색,132516,자동,휘발유,대형차,0,후륜,0,0,외제차,15000,9.1,1365,0,0,0,0,0,0,0,0,13635,12270,10905,9540,8175,6810,10935,9075,7500,6180,5100,4215,2700,3195,3405,3360,3075,2595
13230,13230,인피니티 EX,인피니티,EX,EX,530,3456,2010,회색,168778,자동,휘발유,SUV,0,후륜,1,0,외제차,5500,7.5,413,117,0,0,0,0,0,0,0,5087,4674,4261,3848,3435,3022,4010,3328,2750,2266,1870,1546,1077,1346,1511,1582,1565,1476
13251,13251,현대 i30,현대,i30,I30,420,1591,2008,은색,64000,자동,휘발유,준중형차,0,후륜,0,0,국산차,2200,7.1,156,264,108,0,0,0,0,0,0,2044,1888,1732,1576,1420,1264,1595,1351,1140,961,810,684,449,537,592,615,610,580
13286,13286,르노삼성 SM5,르노삼성,SM5,SM5,110,1838,2005,검정색,122361,자동,휘발유,중형차,0,전륜,1,0,국산차,2000,8.9,178,0,0,0,0,0,0,0,0,1822,1644,1466,1288,1110,932,1450,1228,1036,874,736,622,372,416,430,414,374,310
13300,13300,기아 포르테 해치백,기아,포르테,포르테 해치백 (10~13년),499,1591,2011,흰색,140629,자동,휘발유,준중형차,0,전륜,0,0,국산차,1500,6.9,104,395,291,187,83,0,0,0,0,1396,1292,1188,1084,980,876,1088,921,777,656,552,467,308,371,411,428,428,409
13353,13353,닛산 알티마,닛산,알티마,알티마 4세대,560,3500,2010,은색,120472,자동,휘발유,중형차,0,전륜,0,0,외제차,4000,9.9,396,164,0,0,0,0,0,0,0,3604,3208,2812,2416,2020,1624,2916,2420,2000,1648,1360,1124,688,788,812,768,660,500
13356,13356,크라이슬러 300C(1세대),크라이슬러,300C,300C 1세대,390,2736,2008,은색,147962,자동,휘발유,대형차,0,후륜,1,0,외제차,6850,9.2,630,0,0,0,0,0,0,0,0,6220,5590,4960,4330,3700,3070,4994,4144,3425,2822,2329,1925,1226,1446,1535,1508,1371,1145
13385,13385,벤츠 B클래스,벤츠,B클래스,B클래스 1세대,590,2035,2011,흰색,150678,자동,휘발유,준중형차,0,전륜,1,0,외제차,3850,8.1,312,278,0,0,0,0,0,0,0,3538,3226,2914,2602,2290,1978,2807,2329,1925,1586,1309,1082,731,897,989,1016,981,896
13406,13406,아우디 NEW A4,아우디,A4,A4 3세대,300,2000,2007,흰색,73652,자동,휘발유,준중형차,0,전륜,0,0,외제차,5000,9,450,0,0,0,0,0,0,0,0,4550,4100,3650,3200,2750,2300,3645,3025,2500,2060,1700,1405,905,1075,1150,1140,1050,895
13492,13492,기아 로체,기아,로체,로체 (05~07년),320,1798,2008,0색,32381,자동,LPG,중형차,0,전륜,0,0,국산차,2500,6.4,160,160,0,0,0,0,0,0,0,2340,2180,2020,1860,1700,1540,1813,1535,1295,1093,920,778,527,645,725,767,780,762
13537,13537,현대 뉴포터,현대,포터,뉴 포터,2689,2497,2022,흰색,2881,자동,경유,화물차,0,후륜,0,0,국산차,2100,7.8,164,2525,2361,2197,2033,1869,1705,1541,1377,1936,1772,1608,1444,1280,1116,1409,1254,1071,895,750,626,527,518,537,549,530,490
13560,13560,미니 미니3도어(1세대),미니,쿠퍼,쿠퍼 1세대,880,1598,2010,검정색,193870,자동,휘발유,소형차,0,후륜,1,0,외제차,4860,9.6,467,413,0,0,0,0,0,0,0,4393,3926,3459,2992,2525,2058,3543,2940,2430,2002,1652,1366,850,986,1029,990,873,692
13634,13634,폭스바겐 골프(5세대),폭스바겐,골프,골프 5세대,499,1968,2012,파랑색,160000,자동,경유,준중형차,0,전륜,0,0,외제차,3800,8.2,312,187,0,0,0,0,0,0,0,3488,3176,2864,2552,2240,1928,2770,2299,1900,1566,1292,1068,718,877,964,986,948,860
13723,13723,현대 갤로퍼2,현대,갤로퍼,갤로퍼2,1270,2972,1999,파랑색,225871,수동,LPG,SUV,0,전륜,0,0,국산차,1800,1.7,31,1239,1208,1177,1146,1115,1084,1053,1022,1769,1738,1707,1676,1645,1614,1305,1105,932,787,662,560,464,633,775,889,983,1054
13742,13742,쉐보레/대우 올뉴마티즈,쉐보레,마티즈,All New 마티즈,180,796,2008,청색,41088,자동,휘발유,경차,0,전륜,0,0,국산차,1200,6.2,74,106,32,0,0,0,0,0,0,1126,1052,978,904,830,756,870,737,622,524,442,373,256,315,356,380,388,383
13768,13768,쉐보레/대우 카마로,쉐보레,카마로,카마로,1349,3564,2012,노랑색,121168,자동,휘발유,스포츠카,0,후륜,0,0,국산차,5000,9.1,455,894,439,0,0,0,0,0,0,4545,4090,3635,3180,2725,2270,3625,3070,2590,2185,1840,1555,920,1020,1045,995,885,715
13832,13832,인피니티 M(4세대),인피니티,M,올 뉴 M,530,998,2011,은색,261493,자동,휘발유,대형차,0,후륜,0,0,외제차,6000,8.3,498,32,0,0,0,0,0,0,0,5502,5004,4506,4008,3510,3012,4374,3630,3000,2472,2040,1686,1128,1374,1506,1536,1470,1326
13834,13834,아우디 TT(2세대),아우디,TT,TT 2세대,949,1984,2007,은색,145320,자동,휘발유,소형차,0,후륜,0,0,외제차,6000,5.3,318,631,313,0,0,0,0,0,0,5682,5364,5046,4728,4410,4092,4374,3630,3000,2472,2040,1686,1308,1734,2046,2256,2370,2406
13849,13849,현대 갤로퍼,현대,갤로퍼,갤로퍼,850,2497,1996,회색,257722,수동,경유,SUV,0,전륜,1,0,국산차,1800,1.7,31,819,788,757,726,695,664,633,602,1769,1738,1707,1676,1645,1614,1305,1105,932,787,662,560,464,633,775,889,983,1054
13880,13880,BMW Z4(E89),BMW,Z4,Z4 2세대 (09~16년),2190,2979,2011,흰색,139673,자동,휘발유,소형차,0,후륜,0,0,외제차,8500,5.5,468,1722,1254,786,318,0,0,0,0,8032,7564,7096,6628,6160,5692,6197,5143,4250,3502,2890,2389,1835,2421,2846,3126,3270,3303
13885,13885,현대 EF쏘나타,현대,쏘나타,EF쏘나타,390,1997,2004,흰색,36296,자동,휘발유,중형차,0,전륜,0,0,국산차,1700,8.7,148,242,94,0,0,0,0,0,0,1552,1404,1256,1108,960,812,1233,1044,881,743,626,529,319,360,375,365,334,283
13980,13980,포드 퓨전(1세대),포드,퓨전,퓨전 1세대,370,3000,2011,흰색,175506,자동,휘발유,중형차,0,전륜,0,0,외제차,4760,8.6,409,0,0,0,0,0,0,0,0,4351,3942,3533,3124,2715,2306,3470,2880,2380,1961,1618,1338,881,1062,1153,1163,1097,968
14043,14043,혼다 어코드(7세대),혼다,어코드,어코드 7세대,320,2354,2007,은색,126695,자동,휘발유,중형차,0,전륜,0,0,외제차,2500,7.5,188,132,0,0,0,0,0,0,0,2312,2124,1936,1748,1560,1372,1823,1513,1250,1030,850,703,489,611,686,718,710,669
14054,14054,볼보 XC90(1세대),볼보,XC90,XC90 1세대,690,1969,2004,검정색,130000,자동,휘발유,SUV,0,4륜,0,0,외제차,9390,6.9,648,42,0,0,0,0,0,0,0,8742,8094,7446,6798,6150,5502,6845,5681,4695,3869,3193,2639,1897,2413,2751,2929,2957,2863
14072,14072,볼보 C30,볼보,C30,C30,570,2435,2008,흰색,84500,자동,휘발유,소형차,0,전륜,0,0,외제차,3820,6.1,233,337,104,0,0,0,0,0,0,3587,3354,3121,2888,2655,2422,2785,2311,1910,1574,1299,1073,802,1043,1211,1314,1356,1349
14077,14077,아우디 뉴S4,아우디,S4,S4,1220,2995,2010,0색,81755,자동,휘발유,중형차,0,후륜,0,0,외제차,8000,7.3,584,636,52,0,0,0,0,0,0,7416,6832,6248,5664,5080,4496,5832,4840,4000,3296,2720,2248,1584,1992,2248,2368,2360,2248
14105,14105,아우디 TT(1세대),아우디,TT,TT 1세대,790,1781,2005,은색,83943,자동,휘발유,소형차,0,후륜,0,0,외제차,6000,5.3,318,472,154,0,0,0,0,0,0,5682,5364,5046,4728,4410,4092,4374,3630,3000,2472,2040,1686,1308,1734,2046,2256,2370,2406
14162,14162,쉐보레/대우 윈스톰맥스,쉐보레,윈스톰,윈스톰 맥스,450,1991,2009,검정색,178760,자동,경유,SUV,0,전륜,1,0,국산차,2800,6.7,188,262,74,0,0,0,0,0,0,2612,2424,2236,2048,1860,1672,2030,1719,1450,1224,1030,871,582,705,786,824,830,801
14164,14164,벤츠 E클래스,벤츠,E클래스,E클래스 8세대,690,2143,2005,은색,147669,자동,휘발유,중형차,0,후륜,0,0,외제차,5950,10.7,637,53,0,0,0,0,0,0,0,5313,4676,4039,3402,2765,2128,4338,3600,2975,2451,2023,1672,975,1076,1064,951,742,456
14332,14332,현대 i30CW,현대,i30,i30CW,400,1591,2009,다크그레이색,72239,자동,휘발유,준중형차,0,후륜,0,0,국산차,1700,7.1,121,279,158,37,0,0,0,0,0,1579,1458,1337,1216,1095,974,1233,1044,881,743,626,529,346,414,456,473,469,445
14362,14362,볼보 V50,볼보,V50,V50,550,2435,2006,0색,171285,자동,휘발유,중형차,0,후륜,1,0,외제차,3800,5.3,201,349,148,0,0,0,0,0,0,3599,3398,3197,2996,2795,2594,2770,2299,1900,1566,1292,1068,829,1099,1297,1430,1503,1526
14374,14374,BMW X3(E83),BMW,X3,X3 1세대 (04~10년),2360,2000,2016,다크블루색,88979,자동,경유,SUV,0,4륜,1,0,외제차,7410,9.1,674,1686,1012,338,0,0,0,0,0,6736,6062,5388,4714,4040,3366,5402,4483,3705,3053,2519,2082,1334,1579,1683,1661,1521,1284
14382,14382,캐딜락 에스컬레이드(3세대),캐딜락,에스컬레이드,에스컬레이드 3세대,1990,6162,2011,검정색,100000,자동,휘발유,SUV,0,전륜,0,0,외제차,12420,9.5,1180,810,0,0,0,0,0,0,0,11240,10060,8880,7700,6520,5340,9054,7514,6210,5117,4223,3490,2186,2546,2670,2583,2297,1850
14388,14388,기아 프라이드(신형),기아,프라이드,뉴 프라이드 (05~11년),420,1399,2010,0색,60679,자동,휘발유,소형차,0,전륜,0,0,국산차,1500,6.8,102,318,216,114,12,0,0,0,0,1398,1296,1194,1092,990,888,1088,921,777,656,552,467,310,375,417,436,438,421
14397,14397,닛산 큐브,닛산,큐브,프론티어,750,1798,2011,흰색,100313,자동,휘발유,소형차,0,전륜,0,0,외제차,2400,6.4,154,596,442,288,134,0,0,0,0,2246,2092,1938,1784,1630,1476,1750,1452,1200,989,816,674,496,640,738,795,814,802
14414,14414,BMW 3시리즈(E46),BMW,3시리즈,3시리즈 4세대 (97~06년),299,1995,2007,다크그레이색,147274,자동,휘발유,준중형차,0,후륜,1,0,외제차,6110,9.3,568,0,0,0,0,0,0,0,0,5542,4974,4406,3838,3270,2702,4454,3697,3055,2517,2077,1717,1088,1277,1351,1321,1193,985
14425,14425,쌍용 렉스턴2,쌍용,렉스턴,렉스턴 2,250,2696,2006,흰색,247958,자동,경유,SUV,0,후륜,1,0,국산차,3500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14442,14442,쌍용 액티언,쌍용,액티언,액티언,299,1998,2006,흰색,175857,자동,경유,SUV,0,전륜,0,0,국산차,2300,6.2,143,156,13,0,0,0,0,0,0,2157,2014,1871,1728,1585,1442,1668,1412,1191,1005,846,715,489,602,680,723,739,727
14447,14447,쉐보레/대우 토스카프리미엄6,쉐보레,토스카,토스카 프리미엄,220,1993,2010,은색,177673,자동,LPG,중형차,0,전륜,0,0,국산차,1900,6.5,124,96,0,0,0,0,0,0,0,1776,1652,1528,1404,1280,1156,1378,1167,984,830,699,591,398,485,544,574,581,565
14458,14458,쌍용 체어맨H,쌍용,체어맨,체어맨H,270,2799,2010,검정색,150291,자동,휘발유,대형차,0,후륜,0,0,국산차,4100,8.5,349,0,0,0,0,0,0,0,0,3751,3402,3053,2704,2355,2006,2973,2517,2124,1792,1509,1275,778,885,929,912,846,731
14488,14488,르노삼성 SM7,르노삼성,SM7,SM7,260,2349,2008,검정색,168569,자동,휘발유,대형차,0,전륜,0,0,국산차,3200,10,320,0,0,0,0,0,0,0,0,2880,2560,2240,1920,1600,1280,2320,1965,1658,1398,1178,995,560,595,582,522,422,285
14497,14497,닷지 캘리버,닷지,캘리버,캘리버,380,1998,1999,검정색,111514,자동,휘발유,중형차,0,후륜,0,0,외제차,2820,3.8,107,273,166,59,0,0,0,0,0,2713,2606,2499,2392,2285,2178,2056,1706,1410,1162,959,792,657,900,1089,1230,1326,1386
14498,14498,볼보 S40,볼보,S40,S40 1세대,300,2435,2006,은색,151935,자동,휘발유,중형차,0,후륜,0,0,외제차,3960,5.8,230,70,0,0,0,0,0,0,0,3730,3500,3270,3040,2810,2580,2887,2396,1980,1632,1346,1113,843,1104,1290,1408,1464,1467
14504,14504,현대 아반떼하이브리드,현대,아반떼,아반떼 하이브리드,330,1591,2011,흰색,189659,자동,하이브리드,준중형차,0,전륜,1,0,국산차,2600,7.3,190,140,0,0,0,0,0,0,0,2410,2220,2030,1840,1650,1460,1885,1596,1347,1136,957,809,525,624,683,704,693,651
14527,14527,험머 H2 6.2L,험머,H2,H2,5400,4396,2008,흰색,81504,자동,휘발유,SUV,0,후륜,0,0,외제차,3312,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
